abduct,誘拐する,1
abridge,～を要約する、～を短縮する,1
abridged,要約された,1
abruptly,不意に、出し抜けに,1
acclaim,盛んなかっさいを送る,1
accommodate,〜を収容する、〜を宿泊させる,1
accomplished,完成した、既成の、熟練した,1
accounting,会計学、 計算、経理,1
accumulation,蓄積、利殖、蓄財,1
acknowledgement,承認、領収書、感謝のしるし,1
acquisition,獲得、取得物、利得,1
actually,実際に、本当のところは,1
additional,付加的な，追加の,1
address a meeting,会衆にあいさつする,1
addressee,受信人、名あて人,1
administration,管理、運営、経営、統治、行政,1
admit,認める、入れる,1
advance,前進、進める、前進させる、提案する、提示する,1
adverse,逆らう、反対の、不都合な,1
advertising,広告すること、広告,1
advertising effect,広告効果,1
aerospace,航空宇宙、気圏,1
affiliate,加入させる、合併させる,1
affiliated company,傘下企業; 関連会社; 子会社,1
affirmative,確言的な、断定的な,1
afford,余裕がある、差し支えない,1
aftermath,二番刈り、余波、災害などの後の状態,1
agenda,議題、協議事項、議事日程、予定表,1
aggression,侵略、攻撃,1
aging,老齢化、老化、熟成,1
aisle seat,通路側の席,1
alert,～に警告する、警戒している,1
alienate,遠ざける、不和にする,1
allergy,アレルギー,1
allocate,割り当てる、配分する,1
amid,の真ん中に、の真っ最中に,1
analyst,分析者、アナリスト,1
annex,添付する、添付書類、別館,1
annual,年に1度の、例年の、1年の、年々の、毎年の,1
appear,出現する、ように見える、見受けられる,1
appetizer,食欲をそそるもの、前菜,1
applause,拍手かっさい、称賛,1
appliance,器具、装置、設備、電気製品,1
applicant,応募者、志願者,1
appreciate,高く評価する、鑑賞する、感謝する,1
appropriately,適切に、ふさわしく,1
approximately,おおよそ、ほぼ,1
aquatic,水生の、水産の,1
architect,建築家、建築士、設計者、企画者,1
archive,文書記録、記録保管所、文書局,1
aspect,面、様相、顔つき,1
aspiration,熱望、志望,1
assess,を評価する,1
associated company,関連会社,1
assorted,分類した、詰め合わせの、(夫婦などが)釣り合った,1
asylum,避難、亡命、保護,1
attend,出席する、参列する.,1
attire,～を盛装させる、衣装,1
attract,引く、引き込む、引き付ける,1
auditorium,観客席、大講義室,1
austere,厳しい、質素な,1
avert,そむける、そらす,1
avid,貪欲な、熱心な、渇望して,1
backbreaking,ひどく骨の折れる,1
bad debt,貸倒,1
baggage claim,(空港の)手荷物受取所,1
ban,禁止、禁止令、禁止する,1
barter,物々交換する,1
bear,～を産む、～に耐える,1
belittle,(…を)見くびる、けなす,1
benefit,利益、ためになること、幸福につながる便益,1
betrayal,裏切り、背信、密告、内通,1
bid,(値を)つける、入札する,1
bleak,寒い、暗い,1
blow out,吹き消す,1
blunder,失敗をやる、しくじる,1
boost,押し上げ、後援、増大,1
boredom,退屈、倦怠,1
bottom out,海底に達する,1
breathtakingly,あっと言わせるほど,1
bribery,わいろ、贈賄、収賄,1
brochure,パンフレット,1
budget,政府などの予算案、予算、 経費,1
budget constraint,予算制限; 予算制約; 予算制約式,1
budget deficits,財政赤字,1
bulk,大きさ、積み荷、かさばる,1
bulk buying,大量買入れ,1
bulk discount,まとめ割,1
bureaucracy,官僚制,1
burst,破裂する,1
business boom,景気上昇,1
business venture,民間事業,1
by oneself,ひとりだけで,1
by overnight mail,翌日配達郵便で,1
bypass,バイパス、側管,1
candidate,候補者,1
capsize,ひっくり返す、転覆させる,1
cardboard,ボール紙、厚紙,1
carrier,配達人、運送業者、保険会社,1
carry-on luggage,機内持ち込み荷物,1
cater,料理を調達する、提供する、賄う,1
certification,証明、検定、認可,1
certified,保証された、公認の,1
checkup,健康診断、検査,1
chronic,長引く、ひどい,1
circulation,循環、流通、発行部数、売れ行き,1
cite,引用する,1
close the deal,契約を結ぶ、取引きする,1
coastline,海岸線,1
colleague,同僚,1
colossal,巨大な,1
commemorate,記念する、記念式を挙行する、祝する,1
commencement,開始、始まり、初め,1
commend,ほめる、推薦する、ゆだねる,1
commerce,商業、通商、貿易、交際,1
compare,比較する、対照する,1
competence,能力、適性,1
competitive edge,競争力; 競争上の優位性,1
competitive,競争の激しい,1
compliance,応じること、親切,1
complicated,複雑な、入り組んだ,1
component,構成している、成分の、構成物、成分,1
compound interest,複利,1
compulsive,強迫観念にとらわれた、何かにとりつかれたような,1
concern,関係している、重要である、心配させる,1
concourse,集合、合流,1
conduct,行為、経営、指揮する、案内する、行う,1
conference,会議、協議会、委員会,1
confidential,信任の厚い、機密の、打ち解けて,1
confrontation,対立、衝突,1
congestion,密集、過剰、過密、渋滞,1
conglomerate,丸く固まった、集団になった、密集的な,1
connecting flight,結ぶ便、接続便、乗り継ぎ便,1
consequent,結果の、結果として生じる,1
consistent,首尾一貫した、矛盾のない、調和して,1
consumer,消費者,1
contract,契約、協定、契約書,1
contradiction,否定(すること)、否認、反駁(はんばく)、反対、矛盾,1
corporation tax,法人税,1
correspondent,特派員、一致する,1
countenance,顔つき、表情,1
courteous,礼儀正しく思いやりのある、親切な,1
cramp,(筋肉の)けいれん、こむら返り,1
craven,臆病な、臆病者,1
cuisine,料理、料理法,1
culinary,台所の、料理の,1
current,今の、現在の、流通している,1
custody,保護、管理、拘留,1
dairy food,酪農食品,1
dealership,販売権,1
debris,破片、瓦礫,1
decide,決定する、決心する,1
deduction,差し引き、控除、推論、結論,1
defiance,反抗の態度,1
deficit,不足額、不足、赤字,1
defy,反抗する、侮る,1
delay,遅らせる、延ばす,1
delighted,喜んで、楽しそうな,1
delinquent,過失を犯した、非行の,1
delivery note,(商品配達の)受領証,1
delivery terms,引渡条件,1
demand,要求する、要求、需要,1
department,売場、省、部、局,1
departmental,部門(別)の,1
deplete,使い尽くす、枯渇させる,1
deposit,預金する、手付金として支払う、預金,1
designate,指示する、指名する,1
deter,やめさせる、思いとどまらせる、妨げる、阻止する,1
develop,発達させる、開発する,1
dire,恐ろしい、ものすごい、悲惨な,1
discard,捨てる、処分する,1
discreet,分別のある、思慮深い、慎重な,1
discrepancy,矛盾、不一致、食い違い,1
dismissal,解散、退去、解雇、却下,1
disperse,散らす、散乱させる,1
disruption,崩壊、分裂、中断、途絶、混乱,1
distinctive,特色のある、特有の,1
distinguished,すぐれた、著名で、上品な,1
donate,贈与する、寄贈する,1
downsize,小型化する,1
draw on,はめる、はく,1
drawback,欠点、不利益、控除,1
drowsiness,眠気,1
drowsy,眠い、眠気を誘う,1
dubious,疑っている、不審に思っている、疑ぐるような,1
durable,永続性のある、長持ちする、丈夫な,1
durable goods,耐久財,1
economic trend,経済動向; 景気動向,1
electrical grid,電力系統,1
eligible,適格で、望ましくて,1
eliminate,除く、排除する、除外する,1
embarrassing,ばつの悪い、やっかいな,1
enclosure,囲いをすること、封入物,1
encourage,元気づける、促進する,1
enroll,登録する、入学を認める,1
entail,必然的に伴う、必要とする,1
enthusiasm,熱中、熱狂、熱中させるもの,1
enthusiastic,熱烈な、熱中して,1
entity,実在、存在,1
entrepreneur,起業家、事業家,1
enumerate,挙げる、列挙する,1
estate,財産、広大な地所,1
evacuation,撤退、撤兵、避難,1
eventual,結果として起こる、最後の、結局の,1
evoke,呼び起こす、喚起する、引き起こす,1
exceed,超過する、越える,1
except,を除いては、～のほかは、～以外では,1
exceptional,例外的な、異常な、すぐれた,1
exclusive,排他的な、高級な、独占的な,1
executive,経営幹部，役員，経営者、行政上の、実行する、執行する,1
exhibit,を展示する、陳列する、提示する，示す,1
exonerate,開放する、免除する,1
expect,予期する、期待する,1
expedite,はかどらせる、促進させる,1
expertise,専門知識、専門的技術、ノウハウ,1
expire,満了する、終了する、死ぬ,1
explain,説明する、明らかにする,1
exponentially,指数関数的に,1
extinction,消火、鎮火,1
extinguish,消す、失わせる,1
extravagant,浪費する、ぜいたくな,1
fabricate,組み立てて製造する、いろいろな規格部品で作る、偽造する,1
fabulous,伝説上の、信じられないほどの、すばらしい,1
facilitate,容易にする、楽にする、促進する,1
facility,設備、施設、才能,1
faculty,能力、機能、学部,1
fail,失敗する、しそこなう,1
familiar,よく知っている、なじみの、ありふれた、どこにでもある,1
feature,人目を引く特徴、目立った特徴、呼び物,1
fee,料金、謝礼、手数料、入場料,1
figure,図形、形、装飾、数字,1
financial market,金融相場,1
fixed interest rate,固定金利,1
floating interest rate,変動利率,1
flood into,なだれ込む、殺到する,1
fluency,流暢、能弁,1
foot traffic,徒歩で行き来する人々,1
for starters,手始めに,1
former,前の、以前の、前者,1
formulate,明確に述べる、公式化する,1
fossil fuel,化石燃料,1
fragile,壊れやすい、もろい、はかない,1
frequent,たびたびの、頻繁な,1
frugal,倹約な,1
full-scale launch,本格的に展開、本格的に発売開始,1
fume,煙霧、蒸発気、いきれ、発煙,1
further,もっと遠い、さらなる、もっと遠く、さらに,1
generally speaking,一般的に言って、概して,1
get a bite,引きがある,1
go public,株式を公開する、株式会社になる,1
grievance,苦情,1
grievance procedures,苦情処理手続き,1
guidelines,指針、指標,1
habit,習性,1
habitat,生息場所、生息地、生育地,1
hallway,玄関、廊下,1
halt,立ち止まる、停止,1
handle,ハンドル、取っ手、扱う、処理する,1
handling cost,取扱費,1
handout,折りたたみ広告、刷り物、配布資料、施し物,1
head toward,顔を向ける；～の方を向く,1
health insurance benefits,健康保険給付,1
heavy traffic,重交通,1
hectic,興奮した、てんてこまいの、消耗熱の,1
hit a new high,新高値を付ける、最高値を更新する,1
hit a record high,最高記録を打ち立てる,1
hit upon,思い付く,1
humane,人道的な、人情のある、慈愛深い,1
hygiene,衛生、健康法,1
identification,同一であることの確認、身分証明証,1
immunity,免疫、免疫質,1
implement,道具、手段、～を実行する,1
implicit,暗に示された、言わず語らずの、暗黙の,1
impromptu speech,即席演説,1
improve,改良する,1
incidence,発生、入射,1
inclement,(天候が)荒れ模様の,1
include,含む,1
informative,知識を与える、教育的な、有益な,1
infuse,吹き込む、しみ込ませる,1
inherit,受け継ぐ、相続する、遺伝する,1
initiative,率先、主導権,1
inn,小旅館、小ホテル、宿屋,1
innate,生来の、生得の、天賦の、先天的な,1
inquire,尋ねる、調べる、問い合わせる,1
instantly,すぐに、即座に、するとすぐに,1
insurance,保険、保険業,1
integration,統合、完成,1
intermission,休止、まくあい、休憩時間,1
intimacy,親密、親交、親友関係,1
introductory,紹介の、前置きの、序説の、入門的な、予備の,1
inventory,目録、在庫品,1
invest,投資する,1
invite,招待する,1
invoice,送り状、請求書,1
involve,巻き込む、伴う、夢中になる,1
itinerary,旅行計画、旅行記,1
jeopardize,危険にさらす,1
jeopardy,危険,1
job change,転職,1
jobless,失業中の,1
join forces,力を合わせる、協力する、提携する,1
judiciary,司法部,1
justification,正当化,1
justify,正しいとする、正当化する,1
keen,鋭い,1
keep to oneself,人とつき合わない、ひとりぼっちでいる,1
kidney,腎臓,1
knowledge,知識,1
knowledgeable,知識のある,1
late fee,時間外特別料金; 延滞料,1
leading,先導する、すぐれた、主要な,1
legible,読みやすい,1
light meal,軽食,1
liquidate,清算する、弁済する,1
locksmith,錠前師、かぎ屋,1
lose one’s place,職を失う,1
lottery,くじ引き、運,1
luggage,旅行かばん類、手荷物,1
lure,誘惑する、魅惑、ルアー,1
mailroom,郵便室,1
majority stake,株式の過半数,1
make a difference,相違を生じる,1
make a speech,語りかける、語り掛ける,1
make reservations,〈予約する〉・申し込む,1
malfunction,機能不全、故障,1
manufacture,(機械を使った大規模な)製造、製造業、(機械を使って大規模に)製造する,1
mar,ひどく傷つける、そこなう、台なしにする,1
material cost,原材料費; 材料費,1
maternity leave,出産休暇,1
meddle,おせっかいする、干渉する,1
medical benefits,医療給付,1
memorialize,記念式を行なう、記念する,1
mishap,(軽い)事故、災難、不幸な出来事,1
miss,取りそこなう、逃す,1
modification,変更、修正,1
monopolize,独占権を得る,1
moody,むら気な、気分屋の,1
mortality,死ぬべき運命,1
mortgage,抵当、担保、住宅ローン,1
mumble,(口の中で)もぐもぐ言う,1
napkin,ナプキン,1
narrow,狭い,1
narrowing,狭小化,1
noteworthy,注目すべき、顕著な、著しい,1
notice,告知、注目、気がつく,1
notify,通知する,1
novice,初心者、駆け出しの,1
nursery,託児所、養成所,1
obliged,せざるをえなくて、ありがたく思って,1
odds,見込み、可能性、確率,1
offer,差し出す、提供する、申し出る,1
office clerk,事務員,1
onset,襲撃、攻撃、始まり,1
opening time,開店時間、開館時間,1
opt,選ぶ、選択する,1
optimum,最適条件,1
oust,追い出す,1
outdated,旧式の、時代遅れの,1
outlay,支出、経費,1
oval,卵形の、楕円形の,1
overhaul,分解検査する、追いついて追い抜く,1
owe,借りがある、負っている,1
packaging cost,梱包費、こん包費,1
paralegal,パラリーガル、弁護士補助員,1
passenger,乗客、旅客,1
patent,特許、特許品,1
patronage,後援、ひいき、愛顧,1
pay by check,小切手で支払う[買う],1
paycheck,給料小切手,1
pedestrian,歩行者、競歩者,1
peer,同僚、仲間、貴族,1
performance bonus,業績賞与,1
peripheral,周囲の、周辺の,1
persistence,根気のよさ、粘り強さ、しつこさ,1
personal belongings,身回り品,1
personalize,(名前などをつけて)(…を)個人の専有物とする,1
personnel cost,人件費,1
physician,医師、内科医,1
plenty,たくさんの、豊富な、あり余るほどの,1
plumber,配管工、水道業者,1
plush,豪華な、ぜいたくな,1
posture,姿勢、状況、態度,1
pottery,陶器製造、焼き物、窯元,1
pragmatic,実用本位の、実際的な,1
premise,前提、家屋,1
prerequisite,前もって必要な、必修の、欠くことのできない、まず必要となる,1
prescription,処方箋、おきて、法規,1
preservation,保存、維持、保管,1
preservative,保存の、保存力のある、防腐用の,1
prestigious,名声のある,1
presumably,思うに、多分,1
previous,以前の、前の、先の,1
primary balance,基礎的財政収支,1
prime cost,主要費用、素原価,1
procedure,手続き、訴訟手続き、手順,1
proceed,進む，続行する,1
prohibit,禁止する、妨げる,1
project proposal,企画書、事業企画,1
promissory note,約束手形; 約手,1
promote,昇進させる、促進する、助長する,1
proofreader,校正係,1
property,財産、所有物、土地、特性,1
prosecution,起訴、告発,1
prosperous,繁栄する、成功した、好都合の,1
protected trade,保護貿易,1
protocol,(外交上の)儀礼、典礼,1
prototype,原型、試作品、模範,1
provide,提供する、与える、供給する,1
proxy,代理,1
psychiatric,精神医学の、精神病治療法の,1
psychiatrist,精神病医,1
publicity,世間の注目、宣伝、広告,1
pursue,追う、追求する、従事する,1
put a freeze on,凍結する、凍結した状態にする,1
qualification,資格,1
qualify,資格を与える,1
query,質問、疑問、疑問符,1
questionnaire,アンケート,1
quotation,引用文、見積り,1
quote,引用する、見積もる,1
rake,くま手,1
ramble,ぶらぶら歩く、あてもなく歩く,1
ramp,斜道、傾斜路,1
ratify,批准する、裁可する,1
rationale,理論的解釈、理論的根拠,1
recommend,を勧める、奨励する,1
reference,参考、参考文献、証明書,1
refund,払い戻す、返金する、返金,1
regimen,摂生、養生法,1
regulate,取り締まる、統制する、調整する,1
reimburse,～に払い戻す、～に返済する,1
relief,除去、ほっとすること、安心、救援,1
relinquish,やめる、廃する、放棄する,1
reluctance,気が進まないこと、不承不承、不本意,1
remind,思い出させる、気づかせる,1
reminiscent,思い出させて、しのばせて,1
remnant,残り、残余、残物,1
remove,移動させる、取り除く,1
replacement,交換、後継者,1
representative,代表する、描写して、代表者、下院議員,1
reservation,予約,1
reservoir,貯水池、給水所、貯蔵器、水槽,1
responsible,責任がある,1
result,結果、成り行き、結末,1
resume,再び始める、回復する,1
retrieve,回収する、取り戻す,1
revenue,歳入、総収入、税務局,1
review,見直す、よく調べる、批評する,1
runny nose,鼻水の出る鼻,1
seasoned,味つけした、経験豊かな,1
send off,発送する、打つ,1
settle in,(新居に)引っ越して落ち着く,1
severance pay,退職金,1
severe,ひどい、厳しい,1
shipment,船積み、輸送、発送,1
shopper,買い物客、買い物袋、密告者,1
shortage,不足、欠乏,1
showdown,対決,1
skyrocket,打ち上げ花火、急騰する,1
slate,粘板岩、石板、候補者名簿,1
slick,なめらかな、すべすべした,1
souvenir,記念品、みやげ,1
sovereignty,主権、統治権,1
spare,惜しんで使わない、節約する、労を惜しむ,1
sparse,希薄な、まばらな,1
specialty shop,専門店,1
speculate,思索する、推測をする,1
spring up,躍り上がる、踊り上がる、おどり上がる、生う、跳ね上がる,1
stabilize,(…を)固定させる、安定させる,1
stagnant,流れない、よどんでいる、停滞した、不活発な、不景気な,1
standstill,停止、休止、行き詰まり,1
stationary bike,固定式自転車,1
steep decline,急落,1
stoop down,かがむ、こごむ; 前かがみになる,1
stop operations,操業停止,1
store,蓄え、備品、蓄える,1
storeroom,貯蔵室、物置、収納室,1
stow,しまい込む、詰め込む、積む,1
stretch the budget,予算を伸ばす,1
stroll,ぶらつく、散歩する,1
strong yen,円高,1
stunning,気絶させる、すばらしい,1
subsidiary,補足する、助成金の、付属物、子会社,1
substitute,代える、取り替える、代用品、代用の,1
superb,すばらしい、堂々とした、壮麗な,1
superintendent,管理者、長官、部長,1
supervision,監督、管理,1
supplement,補足、付録、補う,1
supply room,備品室,1
surcharge,積みすぎ、過重、追加料金,1
surgical,外科の、整形用の,1
surpass,上回る、超える、まさる,1
surrounding,囲む、周囲の,1
survey,概観する，ざっと眺める、調査する、調査,1
suspicion,容疑、疑い、いぶかり、気づくこと,1
swiftly,迅速に,1
take a message,〈電話で〉言づけを受け取る,1
take one’s place,決められた自分の席に着く,1
take out a loan,ローンを組む,1
take the minutes,議事録をとる,1
tangle,もつれさせる,1
tariff,関税、運賃表、料金表,1
temporary staff,臨時社員,1
terms cash,現金払い,1
thaw,解ける、打ち解ける,1
tidy,きちんとした、整然とした、かなりの,1
time deposit,定期預金,1
timepiece,時計,1
token,しるし、記念品、しるしとなる,1
tolerate,大目に見る、耐性がある,1
toll booth,料金所,1
tourist spot,観光名所,1
trade balance,貿易収支; 貿易尻,1
transfer,移す、転任させる、移転、移動,1
transparency,透明、透明性,1
transparent,透明な、わかりやすい,1
transportation,運送、運賃、輸送機関,1
trash bin,がらくたを収集するまで入れておくもの,1
trial product,試作品,1
trim,刈り込んで整える、手入れする、飾りをつける、調節する,1
tuition,授業、授業料,1
turbulent,荒れ狂う、激しい、乱暴な,1
turnout,出席者、生産高、解雇する,1
typo,誤植,1
unanimous,合意して、満場一致の,1
unconditional,無条件の,1
unearth,発掘する、明るみに出す,1
uniformity,一様、均一、画一、一律,1
unspoiled,昔のまま,1
unwilling,気が進まない、いやいやながらの,1
upcoming,今度の,1
upset,ひっくり返す、うろたえさせる,1
utensil,用具、家庭用品,1
utility bill,公共料金,1
utilization,利用,1
utmost,最大の,1
utterly,すっかり,1
vacant,空っぽの、空いている、使用されていない,1
valid,根拠の確実な、有効な、正当な,1
valuable,高価な、大切な,1
vaporize,蒸発させる、蒸発する,1
vendor,行商人、売り主,1
venue,開催地、予定地、場所,1
verdict,評決、答申,1
verification,確認、証明,1
verify,～が正しいことを確かめる,1
veterinarian,獣医,1
vice,悪、邪悪、売春、(制度などの)不備,1
virtue,徳、美徳、長所,1
vomit,吐く,1
voucher,保証人、クーポン、領収書,1
wage,賃金,1
waive,～(権利や義務など)を放棄する、～(行動)を差し控える、～(問題)を先延ばしする,1
walkway,歩道,1
warehouse,倉庫,1
warning,警告,1
warrant,正当とする、正当な理由、証明書,1
warranty,根拠、正当な理由,1
wastage,廃棄物,1
waterproof,防水の,1
weld,～を溶接する,1
welder,溶接工、溶接機,1
welfare,福祉、福祉事業、生活保護,1
wheelbarrow,手押し一輪車,1
wholesale,卸売り,1
wilderness,荒れ野、だだっ広い場所,1
wildlife,野生生物,1
withstand,抵抗する、逆らう、我慢する,1
work a night shift,夜勤で働く,1
workplace,仕事場,1
workshop,作業場、ワークショップ,1
wring,絞る、ねじる、苦しめる,1
zeal,熱心、熱中、熱意,1
zealous,熱心な、熱狂的な、熱中して,1
zenith,天頂、頂点、絶頂,1
surgeon,外科医,1
surgery,手術,1
be covered with,～でおおわれている,1
be hung on,～にかけられている,1
be loaded with,～が積まれている,1
be next to,～の隣にある,1
be piled up with,〜が積まれている,1
be propped up against,～に立てかけてある,1
be ready to,～する準備ができている,1
cast a shadow,影を落とす,1
gather in,～に集まる,1
gaze at,～を見つめる,1
get on/into,～に乗り込む,1
glance at,ちらりと見る,1
go around,～の周りを進む,1
hand out,～を配る,1
hold up,～を持ち上げる ,1
in a row ,一列に,1
lean on/against,寄りかかる,1
lie on,～に横たわる,1
line up,～を一列に並べる,1
look over,～をざっと見る、～越しに見る,1
mount A on B,AをBに取り付ける,1
pick up,～を拾う,1
point at,～を指す,1
put on,～を着る,1
sail away from,～出港する,1
situate on,～に位置する,1
stack up,～を積み上げる,1
stare at,～を見つめる,1
try on,～を試着する,1
walk on,～を歩いている,1
as usual,いつもどおり,1
ask a favor ,お願いをする,1
be made of,～でできている,1
belong to,～のものです,1
Do you have the time?,今何時ですか？,1
get to,～に着く,1
Great idea.,良いアイディアですね,1
I don’t care,～を気にしません,1
in a hurry,急いでいる ,1
in charge of,～を担当して,1
It was nice meeting you.,あなたにお会いできて光栄です。,1
just in case,万が一のために,1
on duty,職務についている ,1
on exhibit  ,展示されている,1
show up,現れる,1
What caused …?,何が…の原因ですか?,1
What’s the matter with…?,～に何があったのですか?,1
Why don’t you…?,～してはどうですか?,1
as soon as possible,可能な限り速く,1
be about to,～するところです,1
be on vacation,休暇を取っている,1
depart from,(飛行機などが)～から出発する,1
for a while,しばらくの間,1
go over,入念に調べる,1
I wish I could…,そう願いたいものですが(実際は無理なんです),1
I’d like to,～が欲しい/～がしたい,1
I’d rather do,どちらかと言えば～したい,1
I’m afraid,恐れ入りますが,1
I’m lucky to have,～を持てて幸運です,1
If you don’t mind,もしあなたが気にしないのなら,1
Let’s say,例えば…としよう。,1
let’s see,ええと,1
look forward to,～を楽しみにしている,1
move to/into,～に引っ越しする,1
take a break,休憩する,1
That’s right.,その通り,1
There’s no charge,費用はかかりません,1
What if,…したらどうなるだろう、…したってかまうものか,1
you know,あのね/わかります?,1
a number of,多くの,1
as a result of,～の結果,1
be advised to,～するよう推奨される,1
be backed up,渋滞している,1
be marked down,値下げされている,1
be required to do,～するよう求められる ,1
be scheduled for,～が予定されている,1
behind schedule,予定が遅れている,1
call back,かけ直す,1
carry-on luggage,機内持ち込み荷物,1
Don’t miss…,～を見逃さないように ,1
in addition,加えて,1
in advance,あらかじめ,1
Let me know,教えて下さい,1
make an appointment,予約を取る ,1
make sure,～を確かめる,1
"May I have your attention, please?",お知らせいたします,1
on behalf of,～を代表して,1
on sale,発売中、セール中,1
on time,時間通りに,1
refrain from,～するのを控える,1
take advantage of ,〜を利用する,1
take place,行われる,1
Thank you for your cooperation.,ご協力感謝します,1
turn off,電源を切る,1
weather forecast ,天気予報,1
according to,～によると,1
adhere to ,～に付着する、～(規則・計画)に従う,1
allow X to do,Xが～するのを許す,1
as soon as,～するとすぐに,1
attempt to,～しようと試みる,1
be available to ,～が利用できる,1
be content with,～に満足している,1
be devoted to,～に専念している,1
be eligible for  ,～の資格がある,1
compensate for,～を補償する,1
compete with ,～と競争する ,1
due to,～のために,1
either A or B,AとBのどちらか,1
enable X to do,Xが～できるようにする ,1
even though,～にもかかわらず,1
excel in,～で優れている,1
except for,～を除いて,1
exchange A for B,AとBと交換する ,1
in spite of  ,～にもかかわらず,1
instead of ,～の代わりに,1
neither A nor B,AとBのどちらでもない,1
one another,互いに,1
participate in,～に参加する,1
regardless of,～にかかわらず,1
so that,その結果,1
with regard to,～に関して,1
apologize for,～を謝罪する,1
approve of,～をいいと思う、～に賛同する,1
approve,～を承認する,1
as per,～の通りに,1
Attached is…,～が添付されています,1
be irrelevant to,～と無関係である,1
be likely to do,～しそうにある,1
